中文名,adcode,citycode,adcode_first,adcode_second,adcode_third
中华人民共和国,100000,,10,00,00
北京市,110000,010,11,00,00
北京市市辖区,110100,010,11,01,00
东城区,110101,010,11,01,01
西城区,110102,010,11,01,02
朝阳区,110105,010,11,01,05
丰台区,110106,010,11,01,06
石景山区,110107,010,11,01,07
海淀区,110108,010,11,01,08
门头沟区,110109,010,11,01,09
房山区,110111,010,11,01,11
通州区,110112,010,11,01,12
顺义区,110113,010,11,01,13
昌平区,110114,010,11,01,14
大兴区,110115,010,11,01,15
怀柔区,110116,010,11,01,16
平谷区,110117,010,11,01,17
密云区,110118,010,11,01,18
延庆区,110119,010,11,01,19
天津市,120000,022,12,00,00
天津市市辖区,120100,022,12,01,00
和平区,120101,022,12,01,01
河东区,120102,022,12,01,02
河西区,120103,022,12,01,03
南开区,120104,022,12,01,04
河北区,120105,022,12,01,05
红桥区,120106,022,12,01,06
东丽区,120110,022,12,01,10
西青区,120111,022,12,01,11
津南区,120112,022,12,01,12
北辰区,120113,022,12,01,13
武清区,120114,022,12,01,14
宝坻区,120115,022,12,01,15
滨海新区,120116,022,12,01,16
宁河区,120117,022,12,01,17
静海区,120118,022,12,01,18
蓟州区,120119,022,12,01,19
河北省,130000,,13,00,00
石家庄市,130100,0311,13,01,00
石家庄市市辖区,130101,0311,13,01,01
长安区,130102,0311,13,01,02
桥西区,130104,0311,13,01,04
新华区,130105,0311,13,01,05
井陉矿区,130107,0311,13,01,07
裕华区,130108,0311,13,01,08
藁城区,130109,0311,13,01,09
鹿泉区,130110,0311,13,01,10
栾城区,130111,0311,13,01,11
井陉县,130121,0311,13,01,21
正定县,130123,0311,13,01,23
行唐县,130125,0311,13,01,25
灵寿县,130126,0311,13,01,26
高邑县,130127,0311,13,01,27
深泽县,130128,0311,13,01,28
赞皇县,130129,0311,13,01,29
无极县,130130,0311,13,01,30
平山县,130131,0311,13,01,31
元氏县,130132,0311,13,01,32
赵县,130133,0311,13,01,33
辛集市,130181,0311,13,01,81
晋州市,130183,0311,13,01,83
新乐市,130184,0311,13,01,84
唐山市,130200,0315,13,02,00
唐山市市辖区,130201,0315,13,02,01
路南区,130202,0315,13,02,02
路北区,130203,0315,13,02,03
古冶区,130204,0315,13,02,04
开平区,130205,0315,13,02,05
丰南区,130207,0315,13,02,07
丰润区,130208,0315,13,02,08
曹妃甸区,130209,0315,13,02,09
滦州市,130284,0315,13,02,84
滦南县,130224,0315,13,02,24
乐亭县,130225,0315,13,02,25
迁西县,130227,0315,13,02,27
玉田县,130229,0315,13,02,29
遵化市,130281,0315,13,02,81
迁安市,130283,0315,13,02,83
秦皇岛市,130300,0335,13,03,00
秦皇岛市市辖区,130301,0335,13,03,01
海港区,130302,0335,13,03,02
山海关区,130303,0335,13,03,03
北戴河区,130304,0335,13,03,04
抚宁区,130306,0335,13,03,06
青龙满族自治县,130321,0335,13,03,21
昌黎县,130322,0335,13,03,22
卢龙县,130324,0335,13,03,24
邯郸市,130400,0310,13,04,00
邯郸市市辖区,130401,0310,13,04,01
邯山区,130402,0310,13,04,02
丛台区,130403,0310,13,04,03
复兴区,130404,0310,13,04,04
峰峰矿区,130406,0310,13,04,06
肥乡区,130407,0310,13,04,07
永年区,130408,0310,13,04,08
临漳县,130423,0310,13,04,23
成安县,130424,0310,13,04,24
大名县,130425,0310,13,04,25
涉县,130426,0310,13,04,26
磁县,130427,0310,13,04,27
邱县,130430,0310,13,04,30
鸡泽县,130431,0310,13,04,31
广平县,130432,0310,13,04,32
馆陶县,130433,0310,13,04,33
魏县,130434,0310,13,04,34
曲周县,130435,0310,13,04,35
武安市,130481,0310,13,04,81
邢台市,130500,0319,13,05,00
邢台市市辖区,130501,0319,13,05,01
襄都区,130502,0319,13,05,02
信都区,130503,0319,13,05,03
临城县,130522,0319,13,05,22
内丘县,130523,0319,13,05,23
柏乡县,130524,0319,13,05,24
隆尧县,130525,0319,13,05,25
任泽区,130505,0319,13,05,05
南和区,130506,0319,13,05,06
宁晋县,130528,0319,13,05,28
巨鹿县,130529,0319,13,05,29
新河县,130530,0319,13,05,30
广宗县,130531,0319,13,05,31
平乡县,130532,0319,13,05,32
威县,130533,0319,13,05,33
清河县,130534,0319,13,05,34
临西县,130535,0319,13,05,35
南宫市,130581,0319,13,05,81
沙河市,130582,0319,13,05,82
保定市,130600,0312,13,06,00
保定市市辖区,130601,0312,13,06,01
竞秀区,130602,0312,13,06,02
莲池区,130606,0312,13,06,06
满城区,130607,0312,13,06,07
清苑区,130608,0312,13,06,08
徐水区,130609,0312,13,06,09
涞水县,130623,0312,13,06,23
阜平县,130624,0312,13,06,24
定兴县,130626,0312,13,06,26
唐县,130627,0312,13,06,27
高阳县,130628,0312,13,06,28
容城县,130629,0312,13,06,29
涞源县,130630,0312,13,06,30
望都县,130631,0312,13,06,31
安新县,130632,0312,13,06,32
易县,130633,0312,13,06,33
曲阳县,130634,0312,13,06,34
蠡县,130635,0312,13,06,35
顺平县,130636,0312,13,06,36
博野县,130637,0312,13,06,37
雄县,130638,0312,13,06,38
涿州市,130681,0312,13,06,81
定州市,130682,0312,13,06,82
安国市,130683,0312,13,06,83
高碑店市,130684,0312,13,06,84
张家口市,130700,0313,13,07,00
张家口市市辖区,130701,0313,13,07,01
桥东区,130702,0313,13,07,02
桥西区,130703,0313,13,07,03
宣化区,130705,0313,13,07,05
下花园区,130706,0313,13,07,06
万全区,130708,0313,13,07,08
崇礼区,130709,0313,13,07,09
张北县,130722,0313,13,07,22
康保县,130723,0313,13,07,23
沽源县,130724,0313,13,07,24
尚义县,130725,0313,13,07,25
蔚县,130726,0313,13,07,26
阳原县,130727,0313,13,07,27
怀安县,130728,0313,13,07,28
怀来县,130730,0313,13,07,30
涿鹿县,130731,0313,13,07,31
赤城县,130732,0313,13,07,32
承德市,130800,0314,13,08,00
承德市市辖区,130801,0314,13,08,01
双桥区,130802,0314,13,08,02
双滦区,130803,0314,13,08,03
鹰手营子矿区,130804,0314,13,08,04
承德县,130821,0314,13,08,21
兴隆县,130822,0314,13,08,22
滦平县,130824,0314,13,08,24
隆化县,130825,0314,13,08,25
丰宁满族自治县,130826,0314,13,08,26
宽城满族自治县,130827,0314,13,08,27
围场满族蒙古族自治县,130828,0314,13,08,28
平泉市,130881,0314,13,08,81
沧州市,130900,0317,13,09,00
沧州市市辖区,130901,0317,13,09,01
新华区,130902,0317,13,09,02
运河区,130903,0317,13,09,03
沧县,130921,0317,13,09,21
青县,130922,0317,13,09,22
东光县,130923,0317,13,09,23
海兴县,130924,0317,13,09,24
盐山县,130925,0317,13,09,25
肃宁县,130926,0317,13,09,26
南皮县,130927,0317,13,09,27
吴桥县,130928,0317,13,09,28
献县,130929,0317,13,09,29
孟村回族自治县,130930,0317,13,09,30
泊头市,130981,0317,13,09,81
任丘市,130982,0317,13,09,82
黄骅市,130983,0317,13,09,83
河间市,130984,0317,13,09,84
廊坊市,131000,0316,13,10,00
廊坊市市辖区,131001,0316,13,10,01
安次区,131002,0316,13,10,02
广阳区,131003,0316,13,10,03
固安县,131022,0316,13,10,22
永清县,131023,0316,13,10,23
香河县,131024,0316,13,10,24
大城县,131025,0316,13,10,25
文安县,131026,0316,13,10,26
大厂回族自治县,131028,0316,13,10,28
霸州市,131081,0316,13,10,81
三河市,131082,0316,13,10,82
衡水市,131100,0318,13,11,00
衡水市市辖区,131101,0318,13,11,01
桃城区,131102,0318,13,11,02
冀州区,131103,0318,13,11,03
枣强县,131121,0318,13,11,21
武邑县,131122,0318,13,11,22
武强县,131123,0318,13,11,23
饶阳县,131124,0318,13,11,24
安平县,131125,0318,13,11,25
故城县,131126,0318,13,11,26
景县,131127,0318,13,11,27
阜城县,131128,0318,13,11,28
深州市,131182,0318,13,11,82
山西省,140000,,14,00,00
太原市,140100,0351,14,01,00
太原市市辖区,140101,0351,14,01,01
小店区,140105,0351,14,01,05
迎泽区,140106,0351,14,01,06
杏花岭区,140107,0351,14,01,07
尖草坪区,140108,0351,14,01,08
万柏林区,140109,0351,14,01,09
晋源区,140110,0351,14,01,10
清徐县,140121,0351,14,01,21
阳曲县,140122,0351,14,01,22
娄烦县,140123,0351,14,01,23
古交市,140181,0351,14,01,81
大同市,140200,0352,14,02,00
大同市市辖区,140201,0352,14,02,01
平城区,140213,0352,14,02,13
云冈区,140214,0352,14,02,14
新荣区,140212,0352,14,02,12
阳高县,140221,0352,14,02,21
天镇县,140222,0352,14,02,22
广灵县,140223,0352,14,02,23
灵丘县,140224,0352,14,02,24
浑源县,140225,0352,14,02,25
左云县,140226,0352,14,02,26
云州区,140215,0352,14,02,15
阳泉市,140300,0353,14,03,00
阳泉市市辖区,140301,0353,14,03,01
城区,140302,0353,14,03,02
矿区,140303,0353,14,03,03
郊区,140311,0353,14,03,11
平定县,140321,0353,14,03,21
盂县,140322,0353,14,03,22
长治市,140400,0355,14,04,00
长治市市辖区,140401,0355,14,04,01
潞州区,140403,0355,14,04,03
上党区,140404,0355,14,04,04
襄垣县,140423,0355,14,04,23
屯留区,140405,0355,14,04,05
平顺县,140425,0355,14,04,25
黎城县,140426,0355,14,04,26
壶关县,140427,0355,14,04,27
长子县,140428,0355,14,04,28
武乡县,140429,0355,14,04,29
沁县,140430,0355,14,04,30
沁源县,140431,0355,14,04,31
潞城区,140406,0355,14,04,06
晋城市,140500,0356,14,05,00
晋城市市辖区,140501,0356,14,05,01
城区,140502,0356,14,05,02
沁水县,140521,0356,14,05,21
阳城县,140522,0356,14,05,22
陵川县,140524,0356,14,05,24
泽州县,140525,0356,14,05,25
高平市,140581,0356,14,05,81
朔州市,140600,0349,14,06,00
朔州市市辖区,140601,0349,14,06,01
朔城区,140602,0349,14,06,02
平鲁区,140603,0349,14,06,03
山阴县,140621,0349,14,06,21
应县,140622,0349,14,06,22
右玉县,140623,0349,14,06,23
怀仁市,140681,0349,14,06,81
晋中市,140700,0354,14,07,00
晋中市市辖区,140701,0354,14,07,01
榆次区,140702,0354,14,07,02
榆社县,140721,0354,14,07,21
左权县,140722,0354,14,07,22
和顺县,140723,0354,14,07,23
昔阳县,140724,0354,14,07,24
寿阳县,140725,0354,14,07,25
太谷区,140703,0354,14,07,03
祁县,140727,0354,14,07,27
平遥县,140728,0354,14,07,28
灵石县,140729,0354,14,07,29
介休市,140781,0354,14,07,81
运城市,140800,0359,14,08,00
运城市市辖区,140801,0359,14,08,01
盐湖区,140802,0359,14,08,02
临猗县,140821,0359,14,08,21
万荣县,140822,0359,14,08,22
闻喜县,140823,0359,14,08,23
稷山县,140824,0359,14,08,24
新绛县,140825,0359,14,08,25
绛县,140826,0359,14,08,26
垣曲县,140827,0359,14,08,27
夏县,140828,0359,14,08,28
平陆县,140829,0359,14,08,29
芮城县,140830,0359,14,08,30
永济市,140881,0359,14,08,81
河津市,140882,0359,14,08,82
忻州市,140900,0350,14,09,00
忻州市市辖区,140901,0350,14,09,01
忻府区,140902,0350,14,09,02
定襄县,140921,0350,14,09,21
五台县,140922,0350,14,09,22
代县,140923,0350,14,09,23
繁峙县,140924,0350,14,09,24
宁武县,140925,0350,14,09,25
静乐县,140926,0350,14,09,26
神池县,140927,0350,14,09,27
五寨县,140928,0350,14,09,28
岢岚县,140929,0350,14,09,29
河曲县,140930,0350,14,09,30
保德县,140931,0350,14,09,31
偏关县,140932,0350,14,09,32
原平市,140981,0350,14,09,81
临汾市,141000,0357,14,10,00
临汾市市辖区,141001,0357,14,10,01
尧都区,141002,0357,14,10,02
曲沃县,141021,0357,14,10,21
翼城县,141022,0357,14,10,22
襄汾县,141023,0357,14,10,23
洪洞县,141024,0357,14,10,24
古县,141025,0357,14,10,25
安泽县,141026,0357,14,10,26
浮山县,141027,0357,14,10,27
吉县,141028,0357,14,10,28
乡宁县,141029,0357,14,10,29
大宁县,141030,0357,14,10,30
隰县,141031,0357,14,10,31
永和县,141032,0357,14,10,32
蒲县,141033,0357,14,10,33
汾西县,141034,0357,14,10,34
侯马市,141081,0357,14,10,81
霍州市,141082,0357,14,10,82
吕梁市,141100,0358,14,11,00
吕梁市市辖区,141101,0358,14,11,01
离石区,141102,0358,14,11,02
文水县,141121,0358,14,11,21
交城县,141122,0358,14,11,22
兴县,141123,0358,14,11,23
临县,141124,0358,14,11,24
柳林县,141125,0358,14,11,25
石楼县,141126,0358,14,11,26
岚县,141127,0358,14,11,27
方山县,141128,0358,14,11,28
中阳县,141129,0358,14,11,29
交口县,141130,0358,14,11,30
孝义市,141181,0358,14,11,81
汾阳市,141182,0358,14,11,82
内蒙古自治区,150000,,15,00,00
呼和浩特市,150100,0471,15,01,00
呼和浩特市市辖区,150101,0471,15,01,01
新城区,150102,0471,15,01,02
回民区,150103,0471,15,01,03
玉泉区,150104,0471,15,01,04
赛罕区,150105,0471,15,01,05
土默特左旗,150121,0471,15,01,21
托克托县,150122,0471,15,01,22
和林格尔县,150123,0471,15,01,23
清水河县,150124,0471,15,01,24
武川县,150125,0471,15,01,25
包头市,150200,0472,15,02,00
包头市市辖区,150201,0472,15,02,01
东河区,150202,0472,15,02,02
昆都仑区,150203,0472,15,02,03
青山区,150204,0472,15,02,04
石拐区,150205,0472,15,02,05
白云鄂博矿区,150206,0472,15,02,06
九原区,150207,0472,15,02,07
土默特右旗,150221,0472,15,02,21
固阳县,150222,0472,15,02,22
达尔罕茂明安联合旗,150223,0472,15,02,23
乌海市,150300,0473,15,03,00
乌海市市辖区,150301,0473,15,03,01
海勃湾区,150302,0473,15,03,02
海南区,150303,0473,15,03,03
乌达区,150304,0473,15,03,04
赤峰市,150400,0476,15,04,00
赤峰市市辖区,150401,0476,15,04,01
红山区,150402,0476,15,04,02
元宝山区,150403,0476,15,04,03
松山区,150404,0476,15,04,04
阿鲁科尔沁旗,150421,0476,15,04,21
巴林左旗,150422,0476,15,04,22
巴林右旗,150423,0476,15,04,23
林西县,150424,0476,15,04,24
克什克腾旗,150425,0476,15,04,25
翁牛特旗,150426,0476,15,04,26
喀喇沁旗,150428,0476,15,04,28
宁城县,150429,0476,15,04,29
敖汉旗,150430,0476,15,04,30
通辽市,150500,0475,15,05,00
通辽市市辖区,150501,0475,15,05,01
科尔沁区,150502,0475,15,05,02
科尔沁左翼中旗,150521,0475,15,05,21
科尔沁左翼后旗,150522,0475,15,05,22
开鲁县,150523,0475,15,05,23
库伦旗,150524,0475,15,05,24
奈曼旗,150525,0475,15,05,25
扎鲁特旗,150526,0475,15,05,26
霍林郭勒市,150581,0475,15,05,81
鄂尔多斯市,150600,0477,15,06,00
鄂尔多斯市市辖区,150601,0477,15,06,01
东胜区,150602,0477,15,06,02
康巴什区,150603,0477,15,06,03
达拉特旗,150621,0477,15,06,21
准格尔旗,150622,0477,15,06,22
鄂托克前旗,150623,0477,15,06,23
鄂托克旗,150624,0477,15,06,24
杭锦旗,150625,0477,15,06,25
乌审旗,150626,0477,15,06,26
伊金霍洛旗,150627,0477,15,06,27
呼伦贝尔市,150700,0470,15,07,00
呼伦贝尔市市辖区,150701,0470,15,07,01
海拉尔区,150702,0470,15,07,02
扎赉诺尔区,150703,0470,15,07,03
阿荣旗,150721,0470,15,07,21
莫力达瓦达斡尔族自治旗,150722,0470,15,07,22
鄂伦春自治旗,150723,0470,15,07,23
鄂温克族自治旗,150724,0470,15,07,24
陈巴尔虎旗,150725,0470,15,07,25
新巴尔虎左旗,150726,0470,15,07,26
新巴尔虎右旗,150727,0470,15,07,27
满洲里市,150781,0470,15,07,81
牙克石市,150782,0470,15,07,82
扎兰屯市,150783,0470,15,07,83
额尔古纳市,150784,0470,15,07,84
根河市,150785,0470,15,07,85
巴彦淖尔市,150800,0478,15,08,00
巴彦淖尔市市辖区,150801,0478,15,08,01
临河区,150802,0478,15,08,02
五原县,150821,0478,15,08,21
磴口县,150822,0478,15,08,22
乌拉特前旗,150823,0478,15,08,23
乌拉特中旗,150824,0478,15,08,24
乌拉特后旗,150825,0478,15,08,25
杭锦后旗,150826,0478,15,08,26
乌兰察布市,150900,0474,15,09,00
乌兰察布市市辖区,150901,0474,15,09,01
集宁区,150902,0474,15,09,02
卓资县,150921,0474,15,09,21
化德县,150922,0474,15,09,22
商都县,150923,0474,15,09,23
兴和县,150924,0474,15,09,24
凉城县,150925,0474,15,09,25
察哈尔右翼前旗,150926,0474,15,09,26
察哈尔右翼中旗,150927,0474,15,09,27
察哈尔右翼后旗,150928,0474,15,09,28
四子王旗,150929,0474,15,09,29
丰镇市,150981,0474,15,09,81
兴安盟,152200,0482,15,22,00
乌兰浩特市,152201,0482,15,22,01
阿尔山市,152202,0482,15,22,02
科尔沁右翼前旗,152221,0482,15,22,21
科尔沁右翼中旗,152222,0482,15,22,22
扎赉特旗,152223,0482,15,22,23
突泉县,152224,0482,15,22,24
锡林郭勒盟,152500,0479,15,25,00
二连浩特市,152501,0479,15,25,01
锡林浩特市,152502,0479,15,25,02
阿巴嘎旗,152522,0479,15,25,22
苏尼特左旗,152523,0479,15,25,23
苏尼特右旗,152524,0479,15,25,24
东乌珠穆沁旗,152525,0479,15,25,25
西乌珠穆沁旗,152526,0479,15,25,26
太仆寺旗,152527,0479,15,25,27
镶黄旗,152528,0479,15,25,28
正镶白旗,152529,0479,15,25,29
正蓝旗,152530,0479,15,25,30
多伦县,152531,0479,15,25,31
阿拉善盟,152900,0483,15,29,00
阿拉善左旗,152921,0483,15,29,21
阿拉善右旗,152922,0483,15,29,22
额济纳旗,152923,0483,15,29,23
辽宁省,210000,,21,00,00
沈阳市,210100,024,21,01,00
沈阳市市辖区,210101,024,21,01,01
和平区,210102,024,21,01,02
沈河区,210103,024,21,01,03
大东区,210104,024,21,01,04
皇姑区,210105,024,21,01,05
铁西区,210106,024,21,01,06
苏家屯区,210111,024,21,01,11
浑南区,210112,024,21,01,12
沈北新区,210113,024,21,01,13
于洪区,210114,024,21,01,14
辽中区,210115,024,21,01,15
康平县,210123,024,21,01,23
法库县,210124,024,21,01,24
新民市,210181,024,21,01,81
大连市,210200,0411,21,02,00
大连市市辖区,210201,0411,21,02,01
中山区,210202,0411,21,02,02
西岗区,210203,0411,21,02,03
沙河口区,210204,0411,21,02,04
甘井子区,210211,0411,21,02,11
旅顺口区,210212,0411,21,02,12
金州区,210213,0411,21,02,13
普兰店区,210214,0411,21,02,14
长海县,210224,0411,21,02,24
瓦房店市,210281,0411,21,02,81
庄河市,210283,0411,21,02,83
鞍山市,210300,0412,21,03,00
鞍山市市辖区,210301,0412,21,03,01
铁东区,210302,0412,21,03,02
铁西区,210303,0412,21,03,03
立山区,210304,0412,21,03,04
千山区,210311,0412,21,03,11
台安县,210321,0412,21,03,21
岫岩满族自治县,210323,0412,21,03,23
海城市,210381,0412,21,03,81
抚顺市,210400,0413,21,04,00
抚顺市市辖区,210401,0413,21,04,01
新抚区,210402,0413,21,04,02
东洲区,210403,0413,21,04,03
望花区,210404,0413,21,04,04
顺城区,210411,0413,21,04,11
抚顺县,210421,0413,21,04,21
新宾满族自治县,210422,0413,21,04,22
清原满族自治县,210423,0413,21,04,23
本溪市,210500,0414,21,05,00
本溪市市辖区,210501,0414,21,05,01
平山区,210502,0414,21,05,02
溪湖区,210503,0414,21,05,03
明山区,210504,0414,21,05,04
南芬区,210505,0414,21,05,05
本溪满族自治县,210521,0414,21,05,21
桓仁满族自治县,210522,0414,21,05,22
丹东市,210600,0415,21,06,00
丹东市市辖区,210601,0415,21,06,01
元宝区,210602,0415,21,06,02
振兴区,210603,0415,21,06,03
振安区,210604,0415,21,06,04
宽甸满族自治县,210624,0415,21,06,24
东港市,210681,0415,21,06,81
凤城市,210682,0415,21,06,82
锦州市,210700,0416,21,07,00
锦州市市辖区,210701,0416,21,07,01
古塔区,210702,0416,21,07,02
凌河区,210703,0416,21,07,03
太和区,210711,0416,21,07,11
黑山县,210726,0416,21,07,26
义县,210727,0416,21,07,27
凌海市,210781,0416,21,07,81
北镇市,210782,0416,21,07,82
营口市,210800,0417,21,08,00
营口市市辖区,210801,0417,21,08,01
站前区,210802,0417,21,08,02
西市区,210803,0417,21,08,03
鲅鱼圈区,210804,0417,21,08,04
老边区,210811,0417,21,08,11
盖州市,210881,0417,21,08,81
大石桥市,210882,0417,21,08,82
阜新市,210900,0418,21,09,00
阜新市市辖区,210901,0418,21,09,01
海州区,210902,0418,21,09,02
新邱区,210903,0418,21,09,03
太平区,210904,0418,21,09,04
清河门区,210905,0418,21,09,05
细河区,210911,0418,21,09,11
阜新蒙古族自治县,210921,0418,21,09,21
彰武县,210922,0418,21,09,22
辽阳市,211000,0419,21,10,00
辽阳市市辖区,211001,0419,21,10,01
白塔区,211002,0419,21,10,02
文圣区,211003,0419,21,10,03
宏伟区,211004,0419,21,10,04
弓长岭区,211005,0419,21,10,05
太子河区,211011,0419,21,10,11
辽阳县,211021,0419,21,10,21
灯塔市,211081,0419,21,10,81
盘锦市,211100,0427,21,11,00
盘锦市市辖区,211101,0427,21,11,01
双台子区,211102,0427,21,11,02
兴隆台区,211103,0427,21,11,03
大洼区,211104,0427,21,11,04
盘山县,211122,0427,21,11,22
铁岭市,211200,0410,21,12,00
铁岭市市辖区,211201,0410,21,12,01
银州区,211202,0410,21,12,02
清河区,211204,0410,21,12,04
铁岭县,211221,0410,21,12,21
西丰县,211223,0410,21,12,23
昌图县,211224,0410,21,12,24
调兵山市,211281,0410,21,12,81
开原市,211282,0410,21,12,82
朝阳市,211300,0421,21,13,00
朝阳市市辖区,211301,0421,21,13,01
双塔区,211302,0421,21,13,02
龙城区,211303,0421,21,13,03
朝阳县,211321,0421,21,13,21
建平县,211322,0421,21,13,22
喀喇沁左翼蒙古族自治县,211324,0421,21,13,24
北票市,211381,0421,21,13,81
凌源市,211382,0421,21,13,82
葫芦岛市,211400,0429,21,14,00
葫芦岛市市辖区,211401,0429,21,14,01
连山区,211402,0429,21,14,02
龙港区,211403,0429,21,14,03
南票区,211404,0429,21,14,04
绥中县,211421,0429,21,14,21
建昌县,211422,0429,21,14,22
兴城市,211481,0429,21,14,81
吉林省,220000,,22,00,00
长春市,220100,0431,22,01,00
长春市市辖区,220101,0431,22,01,01
南关区,220102,0431,22,01,02
宽城区,220103,0431,22,01,03
朝阳区,220104,0431,22,01,04
二道区,220105,0431,22,01,05
绿园区,220106,0431,22,01,06
双阳区,220112,0431,22,01,12
九台区,220113,0431,22,01,13
农安县,220122,0431,22,01,22
榆树市,220182,0431,22,01,82
德惠市,220183,0431,22,01,83
吉林市,220200,0432,22,02,00
吉林市市辖区,220201,0432,22,02,01
昌邑区,220202,0432,22,02,02
龙潭区,220203,0432,22,02,03
船营区,220204,0432,22,02,04
丰满区,220211,0432,22,02,11
永吉县,220221,0432,22,02,21
蛟河市,220281,0432,22,02,81
桦甸市,220282,0432,22,02,82
舒兰市,220283,0432,22,02,83
磐石市,220284,0432,22,02,84
四平市,220300,0434,22,03,00
四平市市辖区,220301,0434,22,03,01
铁西区,220302,0434,22,03,02
铁东区,220303,0434,22,03,03
梨树县,220322,0434,22,03,22
伊通满族自治县,220323,0434,22,03,23
公主岭市,220184,0434,22,01,84
双辽市,220382,0434,22,03,82
辽源市,220400,0437,22,04,00
辽源市市辖区,220401,0437,22,04,01
龙山区,220402,0437,22,04,02
西安区,220403,0437,22,04,03
东丰县,220421,0437,22,04,21
东辽县,220422,0437,22,04,22
通化市,220500,0435,22,05,00
通化市市辖区,220501,0435,22,05,01
东昌区,220502,0435,22,05,02
二道江区,220503,0435,22,05,03
通化县,220521,0435,22,05,21
辉南县,220523,0435,22,05,23
柳河县,220524,0435,22,05,24
梅河口市,220581,0435,22,05,81
集安市,220582,0435,22,05,82
白山市,220600,0439,22,06,00
白山市市辖区,220601,0439,22,06,01
浑江区,220602,0439,22,06,02
江源区,220605,0439,22,06,05
抚松县,220621,0439,22,06,21
靖宇县,220622,0439,22,06,22
长白朝鲜族自治县,220623,0439,22,06,23
临江市,220681,0439,22,06,81
松原市,220700,0438,22,07,00
松原市市辖区,220701,0438,22,07,01
宁江区,220702,0438,22,07,02
前郭尔罗斯蒙古族自治县,220721,0438,22,07,21
长岭县,220722,0438,22,07,22
乾安县,220723,0438,22,07,23
扶余市,220781,0438,22,07,81
白城市,220800,0436,22,08,00
白城市市辖区,220801,0436,22,08,01
洮北区,220802,0436,22,08,02
镇赉县,220821,0436,22,08,21
通榆县,220822,0436,22,08,22
洮南市,220881,0436,22,08,81
大安市,220882,0436,22,08,82
延边朝鲜族自治州,222400,1433,22,24,00
延吉市,222401,1433,22,24,01
图们市,222402,1433,22,24,02
敦化市,222403,1433,22,24,03
珲春市,222404,1433,22,24,04
龙井市,222405,1433,22,24,05
和龙市,222406,1433,22,24,06
汪清县,222424,1433,22,24,24
安图县,222426,1433,22,24,26
黑龙江省,230000,,23,00,00
哈尔滨市,230100,0451,23,01,00
哈尔滨市市辖区,230101,0451,23,01,01
道里区,230102,0451,23,01,02
南岗区,230103,0451,23,01,03
道外区,230104,0451,23,01,04
平房区,230108,0451,23,01,08
松北区,230109,0451,23,01,09
香坊区,230110,0451,23,01,10
呼兰区,230111,0451,23,01,11
阿城区,230112,0451,23,01,12
双城区,230113,0451,23,01,13
依兰县,230123,0451,23,01,23
方正县,230124,0451,23,01,24
宾县,230125,0451,23,01,25
巴彦县,230126,0451,23,01,26
木兰县,230127,0451,23,01,27
通河县,230128,0451,23,01,28
延寿县,230129,0451,23,01,29
尚志市,230183,0451,23,01,83
五常市,230184,0451,23,01,84
齐齐哈尔市,230200,0452,23,02,00
齐齐哈尔市市辖区,230201,0452,23,02,01
龙沙区,230202,0452,23,02,02
建华区,230203,0452,23,02,03
铁锋区,230204,0452,23,02,04
昂昂溪区,230205,0452,23,02,05
富拉尔基区,230206,0452,23,02,06
碾子山区,230207,0452,23,02,07
梅里斯达斡尔族区,230208,0452,23,02,08
龙江县,230221,0452,23,02,21
依安县,230223,0452,23,02,23
泰来县,230224,0452,23,02,24
甘南县,230225,0452,23,02,25
富裕县,230227,0452,23,02,27
克山县,230229,0452,23,02,29
克东县,230230,0452,23,02,30
拜泉县,230231,0452,23,02,31
讷河市,230281,0452,23,02,81
鸡西市,230300,0467,23,03,00
鸡西市市辖区,230301,0467,23,03,01
鸡冠区,230302,0467,23,03,02
恒山区,230303,0467,23,03,03
滴道区,230304,0467,23,03,04
梨树区,230305,0467,23,03,05
城子河区,230306,0467,23,03,06
麻山区,230307,0467,23,03,07
鸡东县,230321,0467,23,03,21
虎林市,230381,0467,23,03,81
密山市,230382,0467,23,03,82
鹤岗市,230400,0468,23,04,00
鹤岗市市辖区,230401,0468,23,04,01
向阳区,230402,0468,23,04,02
工农区,230403,0468,23,04,03
南山区,230404,0468,23,04,04
兴安区,230405,0468,23,04,05
东山区,230406,0468,23,04,06
兴山区,230407,0468,23,04,07
萝北县,230421,0468,23,04,21
绥滨县,230422,0468,23,04,22
双鸭山市,230500,0469,23,05,00
双鸭山市市辖区,230501,0469,23,05,01
尖山区,230502,0469,23,05,02
岭东区,230503,0469,23,05,03
四方台区,230505,0469,23,05,05
宝山区,230506,0469,23,05,06
集贤县,230521,0469,23,05,21
友谊县,230522,0469,23,05,22
宝清县,230523,0469,23,05,23
饶河县,230524,0469,23,05,24
大庆市,230600,0459,23,06,00
大庆市市辖区,230601,0459,23,06,01
萨尔图区,230602,0459,23,06,02
龙凤区,230603,0459,23,06,03
让胡路区,230604,0459,23,06,04
红岗区,230605,0459,23,06,05
大同区,230606,0459,23,06,06
肇州县,230621,0459,23,06,21
肇源县,230622,0459,23,06,22
林甸县,230623,0459,23,06,23
杜尔伯特蒙古族自治县,230624,0459,23,06,24
伊春市,230700,0458,23,07,00
伊春市市辖区,230701,0458,23,07,01
汤旺河区,230712,0458,23,07,12
伊美区,230717,0458,23,07,17
乌翠区,230718,0458,23,07,18
友好区,230719,0458,23,07,19
